time,close,target,rsi,adx,atr_pct,vol_ratio,dist_from_bb_lower
1766210400000,4.07e-06,0,58.42703291101042,29.973833656651646,1.4352058750787808,0.12979699941073858,0.04475015056851533
1766214000000,4.1e-06,0,61.96572186807124,29.56880567380105,1.4100477848504922,0.4129080020702938,0.045670920325000045
1766217600000,4.12e-06,0,64.15619960618523,29.83553624056868,1.4069963060424973,0.673628903977868,0.043136569943179284
1766221200000,4.1e-06,0,60.409461693511034,29.787889835364687,1.3999777378333835,0.5228561755027099,0.030249826502864514
1766224800000,4.08e-06,0,56.83496449221137,29.445430139696835,1.3763797868788392,0.31795856448389664,0.020773760579639037
1766228400000,4.09e-06,0,58.167796533079176,29.1274318508624,1.3273346820826686,0.23385816087803443,0.01975198440803472
1766232000000,4.08e-06,0,56.29580433694462,28.50955875553047,1.3055739678980296,0.21674213513230645,0.015543006238148789
1766235600000,4.09e-06,0,57.75977484958193,27.31447190316172,1.2966755720801861,1.034792131751004,0.011374534222534594
1766239200000,4.12e-06,0,61.88468633423902,26.65938932148071,1.2993106825156642,0.8294811026358043,0.017299655025869963
1766242800000,4.09e-06,0,55.99585675201204,26.051098352776915,1.285209223813116,0.8004040332098108,0.009028402403904985
1766246400000,4.11e-06,0,58.80990785642229,25.486256738980536,1.2397388673990852,0.753488833961493,0.012662520158432904
1766250000000,4.1e-06,0,56.85223272820044,25.213837400188137,1.2062586704727034,0.4816034958661472,0.010078339847326532
1766253600000,4.1e-06,0,56.85223272820044,24.960876585595194,1.1723621452298807,0.6005640046640651,0.009476813254818518
1766257200000,4.09e-06,0,54.73895773040652,24.725984400616035,1.1436762546411576,0.5477295977371779,0.007053220853162914
1766260800000,4.08e-06,0,52.63205959751148,23.662913416308516,1.1171090066398868,0.5386728455175418,0.00485415482476753
1766264400000,4.07e-06,0,50.53725579516661,22.675776073737246,1.0925142455629968,0.8491070843029666,0.003010087131078292
1766268000000,4.1e-06,0,56.172878087128005,22.102834662916024,1.0767409186888177,0.7257910814819329,0.010305135274021552
1766271600000,4.08e-06,0,51.9253475735617,21.570817638582035,1.0572529931042358,0.7480055522009473,0.0056585312928409985
1766275200000,4.07e-06,0,49.893871447589206,20.174674812958056,1.0367970999341636,0.7664479171256943,0.0026877553592060286
1766278800000,4.04e-06,0,44.29508631161452,18.997045382631086,1.022930243237563,1.2735619465446062,-0.0027770966199066236
1766282400000,4.04e-06,1,44.29508631161451,18.64390609923127,1.0205851551420944,1.3434925233534043,-0.0011185584245741826
1766286000000,4.08e-06,0,52.53185646955263,17.469862100161397,1.0259301881663647,0.9974868330039981,0.008869148271812136
1766289600000,4.06e-06,0,48.657761565957664,16.451014247560263,1.0277152917020398,0.6646528174755348,0.004354671051535632
1766293200000,4.1e-06,0,55.69517703060559,15.878013850076831,1.0146831549831643,1.0540152338996718,0.014068284016886205
1766296800000,4.11e-06,0,57.27197447793688,16.02697321524502,1.0094301731074504,1.3177077509708464,0.016495608323869194
